t,prey,predator
155.35,25.389115141344007,10.192213237925467
155.36,25.362750001396787,10.187513725755972
155.37,25.336436078645754,10.182789520954918
155.38,25.310173395564405,10.17804071197205
155.39,25.283961973910543,10.173267387360847
155.4,25.257801834729964,10.16846963577601
155.41,25.231692998360113,10.16364754597097
155.42,25.205635484433778,10.158801206795406
155.43,25.17962931188275,10.153930707192751
155.44,25.153674498941502,10.149036136197738
155.45,25.12777106315086,10.144117582933935
155.46,25.10191902136168,10.139175136611298
155.47,25.076118389738518,10.134208886523727
155.48,25.050369183763294,10.129218922046636
155.49,25.02467141823897,10.124205332634538
155.5,24.999025107293217,10.119168207818632
155.51,24.973430264382074,10.114107637204395
155.52,24.94788690229362,10.109023710469199
155.53,24.922395033151638,10.10391651735993
155.54,24.896954668419262,10.098786147690614
155.55,24.87156581890266,10.093632691340053
155.56,24.846228494754666,10.088456238249481
155.57,24.820942705478444,10.08325687842022
155.58,24.795708459931145,10.07803470191135
155.59,24.770525766327545,10.072789798837382
155.6,24.74539463224369,10.06752225936596
155.61,24.720315064620554,10.062232173715554
155.62,24.69528706976765,10.056919632153168
155.63,24.6703106533667,10.051584724992068
155.64,24.645385820475227,10.046227542589511
155.65,24.62051257553022,10.040848175344482
155.66,24.59569092235174,10.035446713695455
155.67,24.570920864146533,10.030023248118146
155.68,24.546202403511668,10.024577869123299
155.69,24.521535542438126,10.019110667254456
155.7,24.496920282314424,10.013621733085762
155.71,24.472356623930207,10.00811115721977
155.72,24.447844567479855,10.002579030285252
155.73,24.423384112566065,9.997025442935032
155.74,24.398975258203453,9.991450485843817
155.75,24.374618002822125,9.985854249706053
155.76,24.35031234427126,9.98023682523378
155.77,24.326058279822682,9.974598303154503
155.78,24.301855806174434,9.968938774209075
155.79,24.277704919454326,9.963258329149589
155.8,24.253605615223503,9.95755705873728
155.81,24.229557888479988,9.951835053740437
155.82,24.205561733662226,9.946092404932337
155.83,24.181617144652627,9.940329203089169
155.84,24.157724114781097,9.934545538987992
155.85,24.133882636828556,9.928741503404687
155.86,24.110092703030467,9.922917187111931
155.87,24.086354305080345,9.917072680877173
155.88,24.062667434133257,9.911208075460625
155.89,24.039032080809328,9.905323461613273
155.9,24.015448235197233,9.899418930074885
155.91,23.991915886857683,9.893494571572035
155.92,23.968435024826892,9.887550476816143
155.93,23.945005637620067,9.881586736501522
155.94,23.921627713234855,9.875603441303433
155.95,23.898301239154808,9.869600681876163
155.96,23.875026202352835,9.863578548851098
155.97,23.851802589294632,9.857537132834823
155.98,23.828630385942123,9.85147652440722
155.99,23.805509577756887,9.845396814119587
156.0,23.782440149703575,9.839298092492763
156.01,23.75942208625332,9.833180450015265
156.02,23.73645537138713,9.82704397714144
156.03,23.7135399885993,9.820888764289624
156.04,23.690675920900787,9.814714901840311
156.05,23.66786315082258,9.808522480134343
156.06,23.645101660419087,9.802311589471099
156.07,23.622391431271478,9.7960823201067
156.08,23.599732444491046,9.789834762252232
156.09,23.57712468072255,9.783569006071968
156.1,23.55456812014755,9.777285141681613
156.11,23.532062742487728,9.770983259146552
156.12,23.509608527008208,9.764663448480116
156.13,23.487205452520865,9.75832579964185
156.14,23.464853497387622,9.751970402535807
156.15,23.442552639523736,9.745597347008836
156.16,23.42030285640109,9.739206722848895
156.17,23.398104125051447,9.73279861978337
156.18,23.375956422069727,9.726373127477405
156.19,23.353859723617255,9.719930335532244
156.2,23.331814005425002,9.713470333483581
156.21,23.309819242796816,9.706993210799936
156.22,23.287875410612653,9.700499056881016
156.23,23.265982483331783,9.693987961056115
156.24,23.244140434996,9.687460012582502
156.25,23.222349239232823,9.680915300643841
156.26,23.20060886925866,9.674353914348607
156.27,23.178919297882,9.66777594272852
156.28,23.15728049750658,9.661181474736985
156.29,23.135692440134527,9.654570599247554
156.3,23.11415509736951,9.647943405052388
156.31,23.092668440419875,9.641299980860733
156.32,23.071232440101767,9.634640415297415
156.33,23.049847066842243,9.627964796901335
156.34,23.028512290682382,9.621273214123983
156.35,23.00722808128037,9.614565755327957
156.36,22.985994407914593,9.607842508785502
156.37,22.964811239486693,9.601103562677052
156.38,22.94367854452465,9.594349005089784
156.39,22.922596291185823,9.58757892401619
156.4,22.901564447259986,9.580793407352653
156.41,22.88058298017237,9.573992542898031
156.42,22.859651856986677,9.56717641835227
156.43,22.838771044408084,9.560345121315004
156.44,22.817940508786243,9.553498739284183
156.45,22.79716021611828,9.546637359654707
156.46,22.77643013205175,9.539761069717065
156.47,22.755750221887627,9.532869956656
156.48,22.735120450583235,9.525964107549173
156.49,22.714540782755204,9.519043609365832
156.5,22.694011182682406,9.51210854896551
156.51,22.673531614308867,9.505159013096726
156.52,22.65310204124668,9.498195088395684
156.53,22.63272242677891,9.491216861385007
156.54,22.612392733862468,9.484224418472461
156.55,22.592112925131012,9.477217845949703
156.56,22.571882962897792,9.47019722999103
156.57,22.551702809158506,9.463162656652148
156.58,22.531572425594156,9.456114211868947
156.59,22.511491773573866,9.44905198145628
156.6,22.491460814157715,9.441976051106774
156.61,22.471479508099538,9.434886506389622
156.62,22.45154781584972,9.427783432749411
156.63,22.431665697558003,9.420666915504947
156.64,22.41183311307623,9.413537039848098
156.65,22.39205002196114,9.406393890842637
156.66,22.3723163834771,9.399237553423111
156.67,22.352632156598848,9.392068112393705
156.68,22.332997300014235,9.38488565242713
156.69,22.31341177212693,9.377690258063508
156.7,22.29387553105913,9.37048201370928
